AB,ACBX,ACD,ACTO,CA,COR_CBCF,COR_CE,COR_CMCS,F_AGA_CEMS,F_EUPH_PLU,F_FUN_CECF,F_FUN_CMR,F_MER_CEMS,F_MER_PLE_PLOC,F_SC_ALC,F_SC_NEP,F_SC_XEN,F_SID_COS_PSA,G_ACA_MIC_HOM,G_AST,G_DIP,G_ECH_CB,G_ECH_OTH,G_GAL,G_GON_ALV_BER,G_HEL,G_HYD_CB,G_HYD_OTH,G_ISO_CSE,G_LEP,G_LOB_AUST,G_MER,G_MIL,G_MON,G_MYC,G_OXY_ECL_ECY,G_PAC,G_PEC,G_POC,G_POR_B,G_POR_CECS,G_POR_M,G_SER,G_STY,G_TUB_HET,G_TUR_DUN,IN,MA_BROWN,MA_GREEN,MA_OTH,MA_RED,OT,S_POR_RUS,SC_GORG_LIKE,SC_OTH,SC_OTH_E,SP,TA,ZOA
4.528301887,0.0,0.377358491,0.377358491,1.509433962,0.0,1.509433962,0.377358491,0.0,0.0,0.0,0.0,1.132075472,0.0,2.264150943,0.0,0.0,0.0,0.0,0.0,4.528301887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.377358491,0.0,0.0,0.0,0.0,0.0,2.264150943,0.0,0.377358491,1.509433962,0.377358491,0.0,0.0,0.0,0.0,0.0,0.377358491,1.509433962,0.0,8.301886792,0.0,0.377358491,10.94339623,0.0,1.886792453,55.09433962,0.0
0.666666667,0.0,0.0,0.666666667,5.333333333,0.0,2.666666667,0.666666667,0.0,0.0,0.0,0.666666667,2.0,0.666666667,14.66666667,0.0,0.0,0.0,0.0,0.0,0.666666667,0.0,1.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.333333333,0.0,0.0,6.666666667,0.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.666666667,0.0,3.333333333,0.0,1.333333333,0.666666667,0.0,1.333333333,53.33333333,0.0
9.756097561,0.487804878,0.0,0.487804878,0.975609756,0.487804878,0.975609756,0.0,0.0,0.0,0.0,0.0,0.975609756,0.0,2.43902439,0.0,0.0,0.0,0.0,0.0,0.487804878,0.0,0.0,0.0,0.487804878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.487804878,0.0,0.0,0.0,0.0,3.414634146,0.975609756,0.0,3.902439024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.463414634,0.0,5.365853659,0.0,2.926829268,10.73170732,0.0,1.951219512,51.2195122,0.0
2.013422819,0.0,0.0,0.0,5.369127517,2.013422819,1.342281879,0.67114094,0.0,0.0,0.0,0.0,0.0,0.0,19.46308725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.342281879,0.0,0.0,0.67114094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.013422819,1.342281879,5.369127517,0.0,2.013422819,1.342281879,0.0,1.342281879,53.69127517,0.0
25.5,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.5,0.0,0.0,14.5,0.0,1.0,41.5,0.0
0.0,0.0,0.0,1.948051948,1.948051948,0.0,0.0,1.948051948,0.0,0.0,0.0,0.0,1.298701299,0.0,22.72727273,0.0,0.0,0.0,0.0,0.0,2.597402597,0.0,0.0,0.0,0.0,0.0,1.948051948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.844155844,3.896103896,0.0,4.545454545,0.0,0.649350649,0.0,0.0,0.0,0.0,0.0,1.298701299,0.649350649,5.194805195,0.0,1.948051948,0.649350649,0.0,1.948051948,38.96103896,0.0
6.091370558,0.0,0.0,0.0,0.507614213,0.0,0.507614213,0.0,2.030456853,0.0,0.0,0.0,2.030456853,0.507614213,2.538071066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.015228426,0.0,0.0,0.0,0.0,1.52284264,0.0,0.0,4.060913706,0.507614213,0.507614213,0.0,0.0,0.0,0.0,0.0,1.52284264,0.507614213,6.091370558,0.0,1.52284264,12.69035533,0.0,1.015228426,54.31472081,0.507614213
0.0,0.0,0.0,0.0,2.649006623,0.0,0.662251656,0.0,0.0,0.0,0.0,0.0,0.662251656,0.0,26.49006623,0.0,0.0,0.0,0.0,0.0,2.649006623,0.0,0.0,0.662251656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.662251656,0.662251656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.311258278,0.0,0.0,0.0,0.0,0.0,0.0,0.662251656,10.59602649,0.0,6.622516556,0.0,0.0,0.662251656,0.0,1.986754967,41.05960265,0.0
0.505050505,0.0,0.0,1.515151515,0.505050505,0.0,0.505050505,0.505050505,0.0,0.0,0.0,0.505050505,3.03030303,2.525252525,3.535353535,0.0,0.0,0.0,0.0,0.0,4.545454545,0.0,3.03030303,0.0,0.0,0.0,0.505050505,0.0,0.0,0.0,2.02020202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01010101,0.0,0.0,1.01010101,0.0,1.01010101,0.0,0.0,0.0,0.0,0.0,0.505050505,0.0,5.050505051,0.0,0.0,13.63636364,0.0,0.505050505,54.04040404,0.0
4.458598726,0.0,0.0,0.636942675,9.554140127,0.0,1.910828025,0.636942675,0.0,0.0,0.0,0.0,1.27388535,0.636942675,20.38216561,0.0,0.0,0.0,0.0,0.0,4.458598726,0.0,1.910828025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.910828025,0.636942675,0.0,0.0,0.0,0.0,0.0,0.0,2.547770701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.636942675,4.458598726,0.0,6.369426752,0.0,0.636942675,0.0,0.0,0.0,36.94267516,0.0
8.0,0.0,0.0,0.0,1.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,0.0,3.5,0.5,0.0,0.0,72.5,0.0
4.784688995,0.0,0.0,0.0,2.392344498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4784689,0.4784689,25.35885167,0.0,0.0,0.0,0.0,0.0,5.263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.870813397,0.0,0.0,1.913875598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.956937799,0.0,2.392344498,0.0,0.0,0.0,0.0,3.349282297,49.76076555,0.0
0.5,0.0,0.0,0.0,4.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0,24.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.5,0.0,2.0,0.0,0.0,0.5,54.5,0.0
16.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,55.5,0.0
3.0,0.0,0.0,0.0,2.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.5,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.0,0.0,0.0,1.5,0.0,2.0,65.0,0.0
7.179487179,0.0,0.0,0.0,5.641025641,0.0,0.512820513,0.512820513,0.0,0.0,0.0,1.025641026,1.025641026,1.538461538,13.33333333,2.051282051,0.0,0.512820513,0.0,0.0,2.051282051,0.0,0.512820513,0.0,0.0,0.0,0.0,0.512820513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.051282051,0.0,5.641025641,0.0,0.0,1.025641026,0.0,4.615384615,50.25641026,0.0
2.5,0.0,0.0,0.0,3.0,0.0,1.5,0.5,0.0,0.0,0.0,1.5,2.5,0.0,9.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.5,1.0,0.0,1.5,66.5,0.5
5.0,0.0,0.0,0.0,2.0,0.0,1.5,1.0,0.0,0.0,0.0,0.0,2.5,1.0,13.5,0.0,0.0,0.0,0.0,0.0,2.5,1.5,0.0,0.0,1.5,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,1.0,0.0,5.0,46.0,0.0
2.5,0.0,0.5,0.0,2.0,0.0,3.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,12.5,2.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,3.0,3.0,0.0,0.0,0.5,0.0,1.0,60.0,0.0
22.0,0.0,0.0,2.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0,14.5,2.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,0.0,1.0,0.0,0.0,1.5,44.0,0.0
6.0,0.0,0.0,0.0,4.0,0.0,1.5,0.5,0.0,0.0,0.0,0.0,2.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,2.0,2.0,0.0,0.0,0.5,0.0,0.5,53.0,0.0
5.5,0.0,0.0,0.0,3.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,12.0,1.0,0.0,2.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.5,0.0,1.5,0.0,0.0,2.5,56.5,0.0
0.5,0.0,0.0,0.0,7.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,23.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,2.5,57.5,0.0
2.512562814,0.0,0.502512563,1.005025126,1.005025126,0.0,1.507537688,0.0,0.0,0.0,0.0,0.0,1.005025126,2.010050251,14.57286432,0.0,0.0,3.51758794,0.0,0.0,0.502512563,0.0,0.0,1.507537688,0.0,0.0,0.0,0.0,0.0,0.0,0.502512563,0.0,0.502512563,1.005025126,0.0,0.0,0.0,0.0,2.512562814,0.0,0.0,3.51758794,0.0,0.0,0.0,0.502512563,0.0,0.0,0.0,2.512562814,0.0,5.527638191,0.0,0.502512563,0.0,0.0,2.010050251,51.25628141,0.0
0.5,0.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.0,0.0,2.0,1.5,1.5,12.0,1.0,0.0,0.5,0.0,0.0,9.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,7.5,0.0,0.0,0.0,0.0,2.0,54.5,0.5
10.5,0.0,0.0,0.0,0.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,8.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,1.0,0.0,1.5,0.0,0.0,0.0,64.5,0.5
9.793814433,0.0,0.0,0.0,7.731958763,0.0,1.030927835,0.0,0.0,0.0,0.0,0.515463918,0.0,0.0,27.83505155,0.515463918,0.0,0.0,0.0,0.0,3.608247423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.515463918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.515463918,0.515463918,2.06185567,2.06185567,0.0,0.0,0.0,0.515463918,5.154639175,37.62886598,0.0
1.507537688,0.0,0.0,0.0,1.507537688,0.0,1.507537688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.06532663,3.015075377,0.0,0.0,0.0,0.0,2.512562814,0.0,0.0,0.0,2.010050251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.010050251,0.0,0.0,0.0,0.0,0.0,0.502512563,0.0,0.0,1.507537688,0.502512563,0.0,0.0,0.0,0.0,0.0,0.0,4.522613065,0.0,4.522613065,0.0,0.502512563,0.502512563,0.0,3.015075377,57.28643216,0.0
5.128205128,0.0,0.0,0.0,7.692307692,0.0,2.051282051,0.512820513,0.0,0.0,0.0,0.0,0.0,0.0,14.87179487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.025641026,0.512820513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.538461538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.615384615,3.58974359,4.615384615,0.0,0.512820513,0.0,0.0,6.666666667,45.64102564,1.025641026
